year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2015,0,0,0,40,0,0,20,50,0,70,0
2016,0,0,0,0,0,0,20,0,0,100,0
2017,25,12.5,0,12.5,0,0,25,37.5,12.5,62.5,0
