year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2009,0,0,0,0.0769230769230769,0,0,0.538461538461538,0.538461538461538,0,0.0769230769230769,0
2010,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.315789473684211,0.421052631578947,0,0.631578947368421,0
2011,0,0.0416666666666667,0,0.0833333333333333,0,0,0.416666666666667,0.5,0.0416666666666667,0.5,0.0833333333333333
