year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2016,0.107142857142857,0.107142857142857,0.107142857142857,0.0357142857142857,0,0,0.25,0.357142857142857,0.0357142857142857,0.642857142857143,0.0714285714285714
2017,0.1,0.1,0,0,0,0,0.2,0.4,0,0.5,0.1
2018,0,0.125,0,0.125,0,0,0,0.125,0,0.875,0
