year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2015,1,1,1,1,1,1,1,1,1,1,1
2016,1,1,1,1,1,1,1,1,1,1,1
2017,1,1,1,1,1,1,1,0.999428571428571,1,1,1
2018,1,1,1,1,0.998857142857143,1,0.995142857142857,0.999428571428571,1,1,1
