year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2010,0.832571428571429,1,1,0.856,1,1,0.943142857142857,0.990571428571429,1,0.991428571428571,1
2011,0.818571428571429,0.999428571428571,0.982857142857143,0.849428571428571,1,1,0.874,0.983142857142857,1,0.988571428571429,1
2012,0.818571428571429,0.992285714285714,0.973714285714286,0.848857142857143,1,1,0.872285714285714,0.954,1,0.984571428571429,1
2013,0.818571428571429,0.977714285714286,0.972285714285714,0.848571428571429,1,1,0.872571428571429,0.946,1,0.983142857142857,0.999714285714286
2014,0.818571428571429,0.976285714285714,0.972,0.848571428571429,1,1,0.873428571428571,0.951428571428571,1,0.961714285714286,0.999428571428571
2015,0.818571428571429,0.971714285714286,0.972,0.848571428571429,1,1,0.872857142857143,0.940857142857143,1,0.961714285714286,0.998857142857143
2016,0.818,0.971142857142857,0.972,0.788285714285714,1,1,0.976,0.931714285714286,1,0.958285714285714,0.994
2017,0.815142857142857,0.964571428571429,0.972,0.788285714285714,1,1,0.997714285714286,0.944,1,0.959428571428571,0.988857142857143
2018,0.806,0.962857142857143,0.971428571428571,0.788571428571429,1,1,0.997714285714286,0.908857142857143,0.999714285714286,0.943142857142857,0.971428571428571
2019,0.806,0.962,0.97,0.801714285714286,1,1,0.919714285714286,0.753428571428571,0.998857142857143,0.951142857142857,0.971142857142857
