year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2013,1,1,1,1,1,1,1,1,1,0.539428571428571,1
2014,1,1,1,1,1,1,1,1,1,0.539428571428571,1
2015,1,1,1,1,1,1,1,1,1,0.539428571428571,1
2016,1,1,1,1,1,1,1,1,1,0.539428571428571,1
2017,1,1,1,1,1,1,1,1,1,0.539428571428571,1
2018,1,1,1,1,1,1,1,1,1,0.539428571428571,1
