year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2014,1,1,1,1,1,1,0.997142857142857,1,1,0.997428571428571,1
2015,0.997428571428571,1,1,1,1,1,0.994571428571429,1,1,0.996857142857143,1
2016,0.998571428571429,0.999428571428571,0.996857142857143,0.999714285714286,1,1,0.994571428571429,1,1,0.997428571428571,0.994857142857143
