year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2010,0.998857142857143,0.998857142857143,1,1,0.857142857142857,1,0.974285714285714,1,1,0.987714285714286,1
2011,0.998857142857143,0.998571428571429,1,1,0.857142857142857,1,0.974285714285714,0.999714285714286,1,0.987714285714286,1
2012,0.998857142857143,0.998571428571429,1,1,0.857142857142857,1,0.974285714285714,0.999142857142857,0.997714285714286,0.987428571428571,1
2013,0.998857142857143,0.998571428571429,1,1,0.857142857142857,1,0.974285714285714,0.999142857142857,0.997428571428571,0.986857142857143,1
2014,0.998857142857143,0.998571428571429,1,1,0.857142857142857,1,0.974285714285714,0.999142857142857,0.997428571428571,0.986857142857143,1
2015,0.998857142857143,0.998571428571429,1,1,0.857142857142857,1,0.974285714285714,0.999142857142857,0.997428571428571,0.986857142857143,1
2016,0.970571428571429,0.998571428571429,0.999714285714286,1,0.857142857142857,1,0.975428571428571,0.998857142857143,0.997428571428571,0.986857142857143,1
2017,0.969142857142857,0.998,0.998285714285714,1,0.857142857142857,1,0.976,0.998857142857143,0.997428571428571,0.986857142857143,0.999714285714286
2018,0.968571428571429,0.998,0.996857142857143,1,0.856857142857143,1,0.975142857142857,0.998571428571429,0.997428571428571,0.986857142857143,0.999428571428571
2019,0.968,0.997142857142857,0.994285714285714,0.998857142857143,0.856857142857143,1,0.975142857142857,0.997428571428571,0.997428571428571,0.986571428571429,0.999142857142857
2020,0.964857142857143,0.992571428571429,0.992857142857143,0.998,0.855142857142857,1,0.974285714285714,0.997142857142857,0.996285714285714,0.986857142857143,0.979428571428571
