year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2009,1,1,1,1,1,1,0.840571428571429,0.991714285714286,1,0.981142857142857,1
2010,1,1,1,0.984,1,1,1,0.988571428571429,1,0.980571428571429,1
2011,1,1,1,0.983142857142857,1,1,0.976,0.982,1,0.980571428571429,1
2012,1,1,1,0.983142857142857,1,1,0.975142857142857,0.969714285714286,1,0.981142857142857,1
2013,1,1,1,0.983142857142857,1,1,0.975142857142857,0.972285714285714,1,0.980857142857143,0.996857142857143
2014,1,1,1,0.982857142857143,1,1,0.975142857142857,0.969428571428571,1,0.980571428571429,0.99
2015,1,1,1,0.982857142857143,1,1,0.975142857142857,0.979714285714286,1,0.980571428571429,0.988857142857143
2016,1,0.996285714285714,1,0.982571428571429,1,1,0.998571428571429,0.969428571428571,1,0.976285714285714,0.986857142857143
2017,1,0.993142857142857,1,0.982571428571429,1,1,0.975428571428571,1,1,0.980571428571429,0.982571428571429
2018,1,0.986571428571429,1,0.982,1,1,0.976,0.966857142857143,1,0.979142857142857,0.975142857142857
