year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2018,1,0.856857142857143,1,1,1,1,0.999428571428571,1,1,0.712571428571429,1
2019,0.999428571428571,0.856857142857143,0.988,0.999714285714286,0.989428571428571,1,0.991142857142857,1,1,0.712571428571429,0.999714285714286
