year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2014,1,0.999714285714286,1,1,1,1,0.998,1,1,0.425428571428571,1
2015,0.999714285714286,0.999428571428571,1,1,1,0.891428571428571,0.644571428571429,1,0.999428571428571,0.425428571428571,1
