year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2012,1,1,1,0.995714285714286,1,1,1,0.857142857142857,1,1,1
2013,1,1,0.999428571428571,0.995714285714286,1,1,1,0.857142857142857,1,1,1
