year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2016,1,1,1,1,1,1,1,1,1,1,1
2017,1,1,0.993714285714286,1,1,1,0.743428571428571,1,0.999714285714286,1,0.999714285714286
