year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2014,1,1,1,1,1,1,0.998571428571429,1,1,0.643142857142857,1
2015,1,1,1,1,1,1,0.998571428571429,1,1,0.643142857142857,1
