year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2017,0.857142857142857,1,1,1,1,1,1,0.995428571428571,1,1,1
2018,0.857142857142857,1,1,1,1,1,1,0.995428571428571,1,1,1
