year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2010,1,1,1,1,1,1,0.998571428571429,1,1,0.521142857142857,1
2011,1,1,1,1,1,1,0.478,1,1,0.477714285714286,1
