year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2013,0.999714285714286,1,1,1,1,1,1,1,1,0.497142857142857,1
2014,0.999714285714286,1,0.996285714285714,1,1,1,1,1,1,0.497142857142857,1
