year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2012,1,1,1,1,1,1,1,1,0.999714285714286,1,1
2013,1,1,0.998,0.932285714285714,0.998571428571429,1,1,1,0.997714285714286,1,1
