year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2015,1,1,1,1,1,1,0.999142857142857,1,1,1,1
2016,1,1,0.988857142857143,0.998857142857143,0.976857142857143,0.996857142857143,0.764857142857143,0.989714285714286,0.997714285714286,0.996285714285714,0.999428571428571
