year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2009,1,1,1,1,1,1,1,1,1,0.797142857142857,1
2010,1,1,1,1,1,1,1,1,1,0.797142857142857,1
