year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2016,1,1,1,1,1,1,1,1,1,1,1
2017,1,1,1,1,1,0.999428571428571,0.998285714285714,0.981714285714286,1,0.981428571428571,1
