year,others,Aspergillus,Candida,Haemophilus,Mycobacterium,Mycobacteroides,Pseudomonas,Staphylococcus,Stenotrophomonas,unidentified,Yeast
2017,0.498,1,1,1,1,1,1,1,1,0.313714285714286,1
2018,0.498,1,1,1,1,1,1,1,1,0.313428571428571,1
